title,id,clear_title
Камбарка,357,камбарка
Каменка,358,каменка
Каменногорск,359,каменногорск
Каменск-Уральский,360,каменск уральский
Каменск-Шахтинский,361,каменск шахтинский
Камень-на-Оби,362,камень на оби
Камешково,363,камешково
Камызяк,364,камызяк
Камышин,365,камышин
Камышлов,366,камышлов
Канаш,367,канаш
Кандалакша,368,кандалакша
Канск,369,канск
Карабаново,370,карабаново
Карабаш,371,карабаш
Карабулак,372,карабулак
Карасук,373,карасук
Карачаевск,374,карачаевск
Карачев,375,карачев
Каргат,376,каргат
Каргополь,377,каргополь
Карпинск,378,карпинск
Карталы,379,карталы
Касимов,380,касимов
Касли,381,касли
Каспийск,382,каспийск
Катав-Ивановск,383,катав ивановск
Катайск,384,катайск
Качканар,385,качканар
Кашин,386,кашин
Кашира,387,кашира
Кедровый,388,кедровый
Кемерово,389,кемерово
Кемь,390,кемь
Керчь,391,керчь
Кизел,392,кизел
Кизилюрт,393,кизилюрт
Кизляр,394,кизляр
Кимовск,395,кимовск
Кимры,396,кимры
Кингисепп,397,кингисепп
Кинель,398,кинель
Кинешма,399,кинешма
Киреевск,400,киреевск
Киренск,401,киренск
Киржач,402,киржач
Кириллов,403,кириллов
Кириши,404,кириши
Киров,405,киров
Кировград,406,кировград
Кирово-Чепецк,407,кирово чепецк
Кировск,408,кировск
Кирс,409,кирс
Кирсанов,410,кирсанов
Киселевск,411,киселевск
Кисловодск,412,кисловодск
Климовск,413,климовск
Клин,414,клин
Клинцы,415,клинцы
Княгинино,416,княгинино
Ковдор,417,ковдор
Ковров,418,ковров
Ковылкино,419,ковылкино
Когалым,420,когалым
Кодинск,421,кодинск
Козельск,422,козельск
Козловка,423,козловка
Козьмодемьянск,424,козьмодемьянск
Кола,425,кола
Кологрив,426,кологрив
Коломна,427,коломна
Колпашево,428,колпашево
Колпино,429,колпино
Кольчугино,430,кольчугино
Коммунар,431,коммунар
Комсомольск,432,комсомольск
Комсомольск-на-Амуре,433,комсомольск на амуре
Конаково,434,конаково
Кондопога,435,кондопога
Кондрово,436,кондрово
Константиновск,437,константиновск
Копейск,438,копейск
Кораблино,439,кораблино
Кореновск,440,кореновск
Коркино,441,коркино
Королев,442,королев
Короча,443,короча
Корсаков,444,корсаков
Коряжма,445,коряжма
Костерево,446,костерево
Костомукша,447,костомукша
Кострома,448,кострома
Котельники,449,котельники
Котельниково,450,котельниково
Котельнич,451,котельнич
Котлас,452,котлас
Котово,453,котово
Котовск,454,котовск
Кохма,455,кохма
Красавино,456,красавино
Красноармейск,457,красноармейск
Красновишерск,458,красновишерск
Красногорск,459,красногорск
Краснодар,460,краснодар
Красное Село,461,красное село
Краснозаводск,462,краснозаводск
Краснознаменск,463,краснознаменск
Краснокаменск,464,краснокаменск
Краснокамск,465,краснокамск
Красноперекопск,466,красноперекопск
Краснослободск,467,краснослободск
Краснотурьинск,468,краснотурьинск
Красноуральск,469,красноуральск
Красноуфимск,470,красноуфимск
Красноярск,471,красноярск
Красный Кут,472,красный кут
Красный Сулин,473,красный сулин
Красный Холм,474,красный холм
Кременки,475,кременки
Кронштадт,476,кронштадт
Кропоткин,477,кропоткин
Крымск,478,крымск
Кстово,479,кстово
Кубинка,480,кубинка
Кувандык,481,кувандык
Кувшиново,482,кувшиново
Кудымкар,483,кудымкар
Кузнецк,484,кузнецк
Куйбышев,485,куйбышев
Кулебаки,486,кулебаки
Кумертау,487,кумертау
Кунгур,488,кунгур
Купино,489,купино
Курган,490,курган
Курганинск,491,курганинск
Курильск,492,курильск
Курлово,493,курлово
Куровское,494,куровское
Курск,495,курск
Куртамыш,496,куртамыш
Курчатов,497,курчатов
Куса,498,куса
Кушва,499,кушва
Кызыл,500,кызыл
Кыштым,501,кыштым
Кяхта,502,кяхта
Лабинск,503,лабинск
Лабытнанги,504,лабытнанги
Лагань,505,лагань
Ладушкин,506,ладушкин
Лаишево,507,лаишево
Лакинск,508,лакинск
Лангепас,509,лангепас
Лахденпохья,510,лахденпохья
Лебедянь,511,лебедянь
Лениногорск,512,лениногорск
Ленинск,513,ленинск
Ленинск-Кузнецкий,514,ленинск кузнецкий
Ленск,515,ленск
Лермонтов,516,лермонтов
Лесной,517,лесной
Лесозаводск,518,лесозаводск
Лесосибирск,519,лесосибирск
Ливны,520,ливны
Ликино-Дулево,521,ликино дулево
Липецк,522,липецк
Липки,523,липки
Лиски,524,лиски
Лихославль,525,лихославль
Лобня,526,лобня
Лодейное Поле,527,лодейное поле
Ломоносов,528,ломоносов
Лосино-Петровский,529,лосино петровский
Луга,530,луга
Луза,531,луза
Лукоянов,532,лукоянов
Луховицы,533,луховицы
Лысково,534,лысково
Лысьва,535,лысьва
Лыткарино,536,лыткарино
Льгов,537,льгов
Любань,538,любань
Люберцы,539,люберцы
Любим,540,любим
Людиново,541,людиново
Лянтор,542,лянтор
Магадан,543,магадан
Магас,544,магас
Магнитогорск,545,магнитогорск
Майкоп,546,майкоп
Майский,547,майский
Макаров,548,макаров
Макарьев,549,макарьев
Макушино,550,макушино
Малая Вишера,551,малая вишера
Малгобек,552,малгобек
Малмыж,553,малмыж
Малоархангельск,554,малоархангельск
Малоярославец,555,малоярославец
Мамадыш,556,мамадыш
Мамоново,557,мамоново
Мантурово,558,мантурово
Мариинск,559,мариинск
Мариинский Посад,560,мариинский посад
Маркс,561,маркс
Махачкала,562,махачкала
Мглин,563,мглин
Мегион,564,мегион
Медвежьегорск,565,медвежьегорск
Медногорск,566,медногорск
Медынь,567,медынь
Межгорье,568,межгорье
Междуреченск,569,междуреченск
Мезень,570,мезень
Меленки,571,меленки
Мелеуз,572,мелеуз
Менделеевск,573,менделеевск
Мензелинск,574,мензелинск
Мещовск,575,мещовск
Миасс,576,миасс
Микунь,577,микунь
Миллерово,578,миллерово
Минеральные Воды,579,минеральные воды
Минусинск,580,минусинск
Миньяр,581,миньяр
Мирный,582,мирный
Мирный,583,мирный
Михайлов,584,михайлов
Михайловка,585,михайловка
Михайловск,586,михайловск
Мичуринск,587,мичуринск
Могоча,588,могоча
Можайск,589,можайск
Можга,590,можга
Моздок,591,моздок
Мончегорск,592,мончегорск
Морозовск,593,морозовск
Моршанск,594,моршанск
Мосальск,595,мосальск
Москва,596,москва
Московский,597,московский
Муравленко,598,муравленко
Мураши,599,мураши
Мурманск,600,мурманск
Муром,601,муром
Мценск,602,мценск
Мыски,603,мыски
Мытищи,604,мытищи
Мышкин,605,мышкин
Набережные Челны,606,набережные челны
Навашино,607,навашино
Наволоки,608,наволоки
Надым,609,надым
Назарово,610,назарово
Назрань,611,назрань
Называевск,612,называевск
Нальчик,613,нальчик
Нариманов,614,нариманов
Наро-Фоминск,615,наро фоминск
Нарткала,616,нарткала
Нарьян-Мар,617,нарьян мар
Находка,618,находка
Невель,619,невель
Невельск,620,невельск
Невинномысск,621,невинномысск
Невьянск,622,невьянск
Нелидово,623,нелидово
Неман,624,неман
Нерехта,625,нерехта
Нерчинск,626,нерчинск
Нерюнгри,627,нерюнгри
Нестеров,628,нестеров
Нефтегорск,629,нефтегорск
Нефтекамск,630,нефтекамск
Нефтекумск,631,нефтекумск
Нефтеюганск,632,нефтеюганск
Нея,633,нея
Нижневартовск,634,нижневартовск
Нижнекамск,635,нижнекамск
Нижнеудинск,636,нижнеудинск
Нижние Серги,637,нижние серги
Нижний Ломов,638,нижний ломов
Нижний Новгород,639,нижний новгород
Нижний Тагил,640,нижний тагил
Нижняя Салда,641,нижняя салда
Нижняя Тура,642,нижняя тура
Николаевск,643,николаевск
Николаевск-на-Амуре,644,николаевск на амуре
Никольск,645,никольск
Никольск,646,никольск
Никольское,647,никольское
Новая Ладога,648,новая ладога
Новая Ляля,649,новая ляля
Новоалександровск,650,новоалександровск
Новоалтайск,651,новоалтайск
Новоаннинский,652,новоаннинский
Нововоронеж,653,нововоронеж
Новодвинск,654,новодвинск
Новозыбков,655,новозыбков
Новокубанск,656,новокубанск
Новокузнецк,657,новокузнецк
Новокуйбышевск,658,новокуйбышевск
Новомичуринск,659,новомичуринск
Новомосковск,660,новомосковск
Новопавловск,661,новопавловск
Новоржев,662,новоржев
Новороссийск,663,новороссийск
Новосибирск,664,новосибирск
Новосиль,665,новосиль
Новосокольники,666,новосокольники
Новотроицк,667,новотроицк
Новоузенск,668,новоузенск
Новоульяновск,669,новоульяновск
Новоуральск,670,новоуральск
Новохоперск,671,новохоперск
Новочебоксарск,672,новочебоксарск
Новочеркасск,673,новочеркасск
Новошахтинск,674,новошахтинск
Новый Оскол,675,новый оскол
Новый Уренгой,676,новый уренгой
Ногинск,677,ногинск
Нолинск,678,нолинск
Норильск,679,норильск
Ноябрьск,680,ноябрьск
Нурлат,681,нурлат
Нытва,682,нытва
Нюрба,683,нюрба
Нягань,684,нягань
Нязепетровск,685,нязепетровск
Няндома,686,няндома
Облучье,687,облучье
Обнинск,688,обнинск
Обоянь,689,обоянь
Обь,690,обь
Одинцово,691,одинцово
Ожерелье,692,ожерелье
Озерск,693,озерск
Озерск,694,озерск
Озеры,695,озеры
Октябрьск,696,октябрьск
Октябрьский,697,октябрьский
Окуловка,698,окуловка
Олекминск,699,олекминск
Оленегорск,700,оленегорск
Олонец,701,олонец
Омск,702,омск
Омутнинск,703,омутнинск
Онега,704,онега
Опочка,705,опочка
Орёл,706,орёл
Оренбург,707,оренбург
Орехово-Зуево,708,орехово зуево
Орлов,709,орлов
Орск,710,орск
Оса,711,оса
Осинники,712,осинники
Осташков,713,осташков
Остров,714,остров
Островной,715,островной
Острогожск,716,острогожск
Отрадное,717,отрадное
Отрадный,718,отрадный
Оха,719,оха
Оханск,720,оханск
Очер,721,очер
Павлово,722,павлово
Павловск,723,павловск
Павловский Посад,724,павловский посад
Палласовка,725,палласовка
Партизанск,726,партизанск
Певек,727,певек
Пенза,728,пенза
Первомайск,729,первомайск
Первоуральск,730,первоуральск
Перевоз,731,перевоз
Пересвет,732,пересвет
Переславль-Залесский,733,переславль залесский
Пермь,734,пермь
Пестово,735,пестово
Петергоф,736,петергоф
Петров Вал,737,петров вал
Петровск,738,петровск
Петровск-Забайкальский,739,петровск забайкальский
Петрозаводск,740,петрозаводск
Петропавловск-Камчатский,741,петропавловск камчатский
Петухово,742,петухово
Петушки,743,петушки
Печора,744,печора
Печоры,745,печоры
Пикалево,746,пикалево
Пионерский,747,пионерский
Питкяранта,748,питкяранта
Плавск,749,плавск
Пласт,750,пласт
Плес,751,плес
Поворино,752,поворино
Подгорное,753,подгорное
Подольск,754,подольск
Подпорожье,755,подпорожье
Покачи,756,покачи
Покров,757,покров
Покровск,758,покровск
Полевской,759,полевской
Полесск,760,полесск
Полысаево,761,полысаево
Полярные Зори,762,полярные зори
Полярный,763,полярный
Поронайск,764,поронайск
Порхов,765,порхов
Похвистнево,766,похвистнево
Почеп,767,почеп
Починок,768,починок
Пошехонье,769,пошехонье
Правдинск,770,правдинск
Приволжск,771,приволжск
Приморск,772,приморск
Приморско-Ахтарск,773,приморско ахтарск
Приозерск,774,приозерск
Прокопьевск,775,прокопьевск
Пролетарск,776,пролетарск
Протвино,777,протвино
Прохладный,778,прохладный
Псков,779,псков
Пугачев,780,пугачев
Пудож,781,пудож
Пустошка,782,пустошка
Пучеж,783,пучеж
Пушкин,784,пушкин
Пушкино,785,пушкино
Пущино,786,пущино
Пыталово,787,пыталово
Пыть-Ях,788,пыть ях
Пятигорск,789,пятигорск
Радужный,790,радужный
Радужный,791,радужный
Райчихинск,792,райчихинск
Раменское,793,раменское
Рассказово,794,рассказово
Ревда,795,ревда
Реж,796,реж
Реутов,797,реутов
Ржев,798,ржев
Родники,799,родники
Рославль,800,рославль
Россошь,801,россошь
Ростов,802,ростов
Ростов-на-Дону,803,ростов на дону
Рошаль,804,рошаль
Ртищево,805,ртищево
Рубцовск,806,рубцовск
Рудня,807,рудня
Руза,808,руза
Рузаевка,809,рузаевка
Рыбинск,810,рыбинск
Рыбное,811,рыбное
Рыльск,812,рыльск
Ряжск,813,ряжск
Рязань,814,рязань
Саки,815,саки
Саки,816,саки
Салават,817,салават
Салаир,818,салаир
Салехард,819,салехард
Сальск,820,сальск
Самара,821,самара
Санкт-Петербург,822,санкт петербург
Саранск,823,саранск
Сарапул,824,сарапул
Саратов,825,саратов
Саров,826,саров
Сасово,827,сасово
Сатка,828,сатка
Сафоново,829,сафоново
Саяногорск,830,саяногорск
Саянск,831,саянск
Светлогорск,832,светлогорск
Светлоград,833,светлоград
Светлый,834,светлый
Светогорск,835,светогорск
Свирск,836,свирск
Свободный,837,свободный
Себеж,838,себеж
Севастополь,839,севастополь
Северобайкальск,840,северобайкальск
Северодвинск,841,северодвинск
Северо-Курильск,842,северо курильск
Североморск,843,североморск
Североуральск,844,североуральск
Северск,845,северск
Севск,846,севск
Сегежа,847,сегежа
Сельцо,848,сельцо
Семенов,849,семенов
Семикаракорск,850,семикаракорск
Семилуки,851,семилуки
Сенгилей,852,сенгилей
Серафимович,853,серафимович
Сергач,854,сергач
Сергиев Посад,855,сергиев посад
Сердобск,856,сердобск
Серов,857,серов
Серпухов,858,серпухов
Сертолово,859,сертолово
Сестрорецк,860,сестрорецк
Сибай,861,сибай
Сим,862,сим
Симферополь,863,симферополь
Сковородино,864,сковородино
Скопин,865,скопин
Славгород,866,славгород
Славск,867,славск
Славянск-на-Кубани,868,славянск на кубани
Сланцы,869,сланцы
Слободской,870,слободской
Слюдянка,871,слюдянка
Смоленск,872,смоленск
Снегири,873,снегири
Снежинск,874,снежинск
Снежногорск,875,снежногорск
Собинка,876,собинка
Советск,877,советск
Советская Гавань,878,советская гавань
Советский,879,советский
Сокол,880,сокол
Солигалич,881,солигалич
Соликамск,882,соликамск
Солнечногорск,883,солнечногорск
Сольвычегодск,884,сольвычегодск
Соль-Илецк,885,соль илецк
Сольцы,886,сольцы
Сорочинск,887,сорочинск
Сорск,888,сорск
Сортавала,889,сортавала
Сосенский,890,сосенский
Сосновка,891,сосновка
Сосновоборск,892,сосновоборск
Сосновый Бор,893,сосновый бор
Сосногорск,894,сосногорск
Сочи,895,сочи
Спас-Деменск,896,спас деменск
Спас-Клепики,897,спас клепики
Спасск,898,спасск
Спасск-Дальний,899,спасск дальний
Спасск-Рязанский,900,спасск рязанский
Среднеколымск,901,среднеколымск
Среднеуральск,902,среднеуральск
Сретенск,903,сретенск
Ставрополь,904,ставрополь
Старая Купавна,905,старая купавна
Старая Русса,906,старая русса
Старица,907,старица
Стародуб,908,стародуб
Старый крым,909,старый крым
Старый Оскол,910,старый оскол
Стерлитамак,911,стерлитамак
Стрежевой,912,стрежевой
Строитель,913,строитель
Струнино,914,струнино
Ступино,915,ступино
Суворов,916,суворов
Судак,917,судак
Суджа,918,суджа
Судогда,919,судогда
Суздаль,920,суздаль
Суоярви,921,суоярви
Сураж,922,сураж
Сургут,923,сургут
Суровикино,924,суровикино
Сурск,925,сурск
Сусуман,926,сусуман
Сухиничи,927,сухиничи
Сухой Лог,928,сухой лог
Сызрань,929,сызрань
Сыктывкар,930,сыктывкар
Сысерть,931,сысерть
Сычевка,932,сычевка
Сясьстрой,933,сясьстрой
Тавда,934,тавда
Таганрог,935,таганрог
Тайга,936,тайга
Тайшет,937,тайшет
Талдом,938,талдом
Талица,939,талица
Тамбов,940,тамбов
Тара,941,тара
Тарко-Сале,942,тарко сале
Таруса,943,таруса
Татарск,944,татарск
Таштагол,945,таштагол
Тверь,946,тверь
Теберда,947,теберда
Тейково,948,тейково
Темников,949,темников
Темрюк,950,темрюк
Терек,951,терек
Тетюши,952,тетюши
Тимашевск,953,тимашевск
Тихвин,954,тихвин
Тихорецк,955,тихорецк
Тобольск,956,тобольск
Тогучин,957,тогучин
Тольятти,958,тольятти
Томари,959,томари
Томмот,960,томмот
Томск,961,томск
Топки,962,топки
Торжок,963,торжок
Торопец,964,торопец
Тосно,965,тосно
Тотьма,966,тотьма
Трехгорный,967,трехгорный
Троицк,968,троицк
Трубчевск,969,трубчевск
Туапсе,970,туапсе
Туймазы,971,туймазы
Тула,972,тула
Тулун,973,тулун
Туран,974,туран
Туринск,975,туринск
Тутаев,976,тутаев
Тында,977,тында
Тырныауз,978,тырныауз
Тюкалинск,979,тюкалинск
Тюмень,980,тюмень
Уварово,981,уварово
Углегорск,982,углегорск
Углич,983,углич
Удачный,984,удачный
Удомля,985,удомля
Ужур,986,ужур
Узловая,987,узловая
Улан-Удэ,988,улан удэ
Ульяновск,989,ульяновск
Унеча,990,унеча
Урай,991,урай
Урень,992,урень
Уржум,993,уржум
Урус-Мартан,994,урус мартан
Урюпинск,995,урюпинск
Усинск,996,усинск
Усмань,997,усмань
Усолье,998,усолье
Усолье-Сибирское,999,усолье сибирское
Уссурийск,1000,уссурийск
Усть-Джегута,1001,усть джегута
Усть-Илимск,1002,усть илимск
Усть-Катав,1003,усть катав
Усть-Кут,1004,усть кут
Усть-Лабинск,1005,усть лабинск
Устюжна,1006,устюжна
Уфа,1007,уфа
Ухта,1008,ухта
Учалы,1009,учалы
Уяр,1010,уяр
Фатеж,1011,фатеж
Феодосия,1012,феодосия
Фокино,1013,фокино
Фролово,1014,фролово
Фрязино,1015,фрязино
Фурманов,1016,фурманов
Хабаровск,1017,хабаровск
Хадыженск,1018,хадыженск
Ханты-Мансийск,1019,ханты мансийск
Харабали,1020,харабали
Харовск,1021,харовск
Хасавюрт,1022,хасавюрт
Хвалынск,1023,хвалынск
Хилок,1024,хилок
Химки,1025,химки
Холм,1026,холм
Холмск,1027,холмск
Хотьково,1028,хотьково
Цивильск,1029,цивильск
Цимлянск,1030,цимлянск
Чадан,1031,чадан
Чайковский,1032,чайковский
Чапаевск,1033,чапаевск
Чаплыгин,1034,чаплыгин
Чебаркуль,1035,чебаркуль
Чебоксары,1036,чебоксары
Чегем,1037,чегем
Чекалин,1038,чекалин
Челябинск,1039,челябинск
Чердынь,1040,чердынь
Черемхово,1041,черемхово
Черепаново,1042,черепаново
Череповец,1043,череповец
Черкесск,1044,черкесск
Чермоз,1045,чермоз
Черноголовка,1046,черноголовка
Черногорск,1047,черногорск
Чернушка,1048,чернушка
Черняховск,1049,черняховск
Чехов,1050,чехов
Чистополь,1051,чистополь
Чита,1052,чита
Чкаловск,1053,чкаловск
Чудово,1054,чудово
Чулым,1055,чулым
Чусовой,1056,чусовой
Чухлома,1057,чухлома
Шагонар,1058,шагонар
Шадринск,1059,шадринск
Шали,1060,шали
Шарыпово,1061,шарыпово
Шарья,1062,шарья
Шатура,1063,шатура
Шахтерск,1064,шахтерск
Шахты,1065,шахты
Шахунья,1066,шахунья
Шацк,1067,шацк
Шебекино,1068,шебекино
